Id,Date,Rating,Comment,Normalized_Comment,POS,Sentiment_TextBlob,Sentiment_TextBlob_Label,Sentiment_BERT,Sentiment_BERT_Label
3178," October 2, 2020",5,Really good monitor no problems color is perfect!,really good monitor problem color perfect,"[('really', 'RB'), ('good', 'JJ'), ('monitor', 'NN'), ('problem', 'NN'), ('color', 'NN'), ('perfect', 'NN')]",5,positive,5,positive
3179," January 9, 2023",5,It is a good starter level  monitor.,good starter level monitor,"[('good', 'JJ'), ('starter', 'NN'), ('level', 'NN'), ('monitor', 'NN')]",4,positive,5,positive
3180," June 26, 2022",5,Great monitor. Great pic quality. Just the right size. Very good value.,great monitor great pic quality right size good value,"[('great', 'JJ'), ('monitor', 'NN'), ('great', 'JJ'), ('pic', 'NN'), ('quality', 'NN'), ('right', 'RB'), ('size', 'NN'), ('good', 'JJ'), ('value', 'NN')]",4,positive,5,positive
3181," April 20, 2020",3,"the picture quality is decent, but it is missing VGA cable, it should come with the vga cable as written in the menu.",picture quality decent missing vga cable come vga cable written menu,"[('picture', 'NN'), ('quality', 'NN'), ('decent', 'NN'), ('missing', 'VBG'), ('vga', 'NN'), ('cable', 'NN'), ('come', 'VBN'), ('vga', 'IN'), ('cable', 'NN'), ('written', 'VBN'), ('menu', 'NN')]",3,neutral,3,neutral
3182," January 15, 2021",5,Love the size and picture. its clear and perfect for school work and gaming.,love size picture clear perfect school work gaming,"[('love', 'NN'), ('size', 'NN'), ('picture', 'NN'), ('clear', 'JJ'), ('perfect', 'JJ'), ('school', 'NN'), ('work', 'NN'), ('gaming', 'NN')]",4,positive,5,positive
3183," December 2, 2020",5,Worth the money,worth money,"[('worth', 'JJ'), ('money', 'NN')]",4,positive,5,positive
3184," June 7, 2020",5,"This monitors look very good, happy with picture and color quality, now I can call my desk setup is complete, compare to what it cost I say this buy is totally worth for me , I was looking for my home office monitor setup, been search around a lot but finally both sceptre 24inch, first time experience with this brand, one of the good part is it has plenty of options to connect, very lightweight and stand also have good fixability, comes with HDMI cable too, not a big fan of gaming but I did notice option for active sync, I haven’t tried built in speaker since I’m using sound bar but it is good to have it,",monitor look good happy picture color quality call desk setup complete compare cost say buy totally worth looking home office monitor setup search around lot finally sceptre inch first time experience brand one good part plenty option connect lightweight stand also good fixability come hdmi cable big fan gaming notice option active sync havent tried built speaker since im using sound bar good,"[('monitor', 'NN'), ('look', 'NN'), ('good', 'JJ'), ('happy', 'JJ'), ('picture', 'NN'), ('color', 'NN'), ('quality', 'NN'), ('call', 'NN'), ('desk', 'NN'), ('setup', 'NN'), ('complete', 'JJ'), ('compare', 'NN'), ('cost', 'NN'), ('say', 'VBP'), ('buy', 'VB'), ('totally', 'RB'), ('worth', 'JJ'), ('looking', 'VBG'), ('home', 'NN'), ('office', 'NN'), ('monitor', 'NN'), ('setup', 'VBP'), ('search', 'NN'), ('around', 'IN'), ('lot', 'NN'), ('finally', 'RB'), ('sceptre', 'VBD'), ('inch', 'NN'), ('first', 'RB'), ('time', 'NN'), ('experience', 'NN'), ('brand', 'NN'), ('one', 'CD'), ('good', 'JJ'), ('part', 'NN'), ('plenty', 'NN'), ('option', 'NN'), ('connect', 'NN'), ('lightweight', 'NN'), ('stand', 'NN'), ('also', 'RB'), ('good', 'JJ'), ('fixability', 'NN'), ('come', 'VBP'), ('hdmi', 'NN'), ('cable', 'NN'), ('big', 'JJ'), ('fan', 'NN'), ('gaming', 'VBG'), ('notice', 'JJ'), ('option', 'NN'), ('active', 'JJ'), ('sync', 'NN'), ('havent', 'NN'), ('tried', 'VBD'), ('built', 'VBN'), ('speaker', 'NN'), ('since', 'IN'), ('im', 'NN'), ('using', 'VBG'), ('sound', 'JJ'), ('bar', 'NN'), ('good', 'NN')]",4,positive,5,positive
3185," September 16, 2021",5,Works great,work great,"[('work', 'NN'), ('great', 'JJ')]",5,positive,5,positive
3186," August 15, 2022",5,"Bought this to replace a burned out monitor in an office. Couldn't be happier with the result. We extended the life of the computer at that desk, got a better picture than ever before, and saved money all at the same time",bought replace burned monitor office couldnt happier result extended life computer desk got better picture ever saved money time,"[('bought', 'VBD'), ('replace', 'VB'), ('burned', 'VBN'), ('monitor', 'NN'), ('office', 'NN'), ('couldnt', 'NN'), ('happier', 'NN'), ('result', 'NN'), ('extended', 'VBD'), ('life', 'NN'), ('computer', 'NN'), ('desk', 'NN'), ('got', 'VBD'), ('better', 'RBR'), ('picture', 'NN'), ('ever', 'RB'), ('saved', 'VBD'), ('money', 'NN'), ('time', 'NN')]",3,neutral,5,positive
3187," September 6, 2022",5,Works as advertised.,work advertised,"[('work', 'NN'), ('advertised', 'VBD')]",3,neutral,5,positive
3188," December 15, 2019",5,Better than I expected and came with speakers inside of the monitor.,better expected came speaker inside monitor,"[('better', 'RB'), ('expected', 'VBN'), ('came', 'VBD'), ('speaker', 'NN'), ('inside', 'IN'), ('monitor', 'NN')]",4,positive,5,positive
3189," January 20, 2021",5,Works very well when doing dual screen work.,work well dual screen work,"[('work', 'NN'), ('well', 'RB'), ('dual', 'JJ'), ('screen', 'NN'), ('work', 'NN')]",3,neutral,5,positive
3190," July 7, 2022",5,I bought it a few weeks ago and have used it five or six times.  It was easy to set up and came with a detailed user’s manual.  The picture quality’s been incredible and it’s done exactly what I’ve wanted.  It cost more than I wanted to spend but you frequently get what you pay for.  It’s looking like it will last at least 10 years.,bought week ago used five six time easy set came detailed user manual picture quality incredible done exactly ive wanted cost wanted spend frequently get pay looking like last least year,"[('bought', 'VBN'), ('week', 'NN'), ('ago', 'RB'), ('used', 'VBD'), ('five', 'CD'), ('six', 'CD'), ('time', 'NN'), ('easy', 'JJ'), ('set', 'NN'), ('came', 'VBD'), ('detailed', 'JJ'), ('user', 'JJ'), ('manual', 'JJ'), ('picture', 'NN'), ('quality', 'NN'), ('incredible', 'JJ'), ('done', 'VBN'), ('exactly', 'RB'), ('ive', 'JJ'), ('wanted', 'VBD'), ('cost', 'NN'), ('wanted', 'VBD'), ('spend', 'VBP'), ('frequently', 'RB'), ('get', 'VBP'), ('pay', 'VB'), ('looking', 'VBG'), ('like', 'IN'), ('last', 'JJ'), ('least', 'CD'), ('year', 'NN')]",4,positive,5,positive
3191," September 5, 2020",5,Nice monitor for a better price then most. I use it to just play around and I really enjoy it and it is pretty good quality for only 100 dollars,nice monitor better price use play around really enjoy pretty good quality dollar,"[('nice', 'JJ'), ('monitor', 'NN'), ('better', 'RBR'), ('price', 'NN'), ('use', 'NN'), ('play', 'NN'), ('around', 'IN'), ('really', 'RB'), ('enjoy', 'VB'), ('pretty', 'RB'), ('good', 'JJ'), ('quality', 'NN'), ('dollar', 'NN')]",4,positive,5,positive
3192," December 29, 2020",4,I love these monitors. They don’t have the fastest refresh rate or best quality color but for the price they’re amazing. They’re slim and easy to use. If you’re trying to VESA mount definitely keep all the extra hardware you get with them. I just learned from the FAQ section that there are standoffs you need to VESA mount and I’m soooo happy I kept them. The second monitor of the same kind I bought months later has a slightly different hue? It’s a little more cool colored. I tried fixing it with the color settings but had no luck. It doesn’t really bother me though.,love monitor dont fastest refresh rate best quality color price theyre amazing theyre slim easy use youre trying vesa mount definitely keep extra hardware get learned faq section standoff need vesa mount im soooo happy kept second monitor kind bought month later slightly different hue little cool colored tried fixing color setting luck doesnt really bother though,"[('love', 'NN'), ('monitor', 'NN'), ('dont', 'JJ'), ('fastest', 'JJS'), ('refresh', 'JJ'), ('rate', 'NN'), ('best', 'JJS'), ('quality', 'NN'), ('color', 'NN'), ('price', 'NN'), ('theyre', 'NN'), ('amazing', 'VBG'), ('theyre', 'NN'), ('slim', 'NN'), ('easy', 'JJ'), ('use', 'NN'), ('youre', 'NN'), ('trying', 'VBG'), ('vesa', 'JJ'), ('mount', 'NN'), ('definitely', 'RB'), ('keep', 'VB'), ('extra', 'JJ'), ('hardware', 'NN'), ('get', 'NN'), ('learned', 'VBN'), ('faq', 'JJ'), ('section', 'NN'), ('standoff', 'NN'), ('need', 'VBP'), ('vesa', 'JJ'), ('mount', 'NN'), ('im', 'NN'), ('soooo', 'NN'), ('happy', 'JJ'), ('kept', 'VBD'), ('second', 'JJ'), ('monitor', 'NN'), ('kind', 'NN'), ('bought', 'VBD'), ('month', 'NN'), ('later', 'RB'), ('slightly', 'RB'), ('different', 'JJ'), ('hue', 'NN'), ('little', 'JJ'), ('cool', 'JJ'), ('colored', 'VBD'), ('tried', 'JJ'), ('fixing', 'VBG'), ('color', 'NN'), ('setting', 'VBG'), ('luck', 'JJ'), ('doesnt', 'NNS'), ('really', 'RB'), ('bother', 'VBP'), ('though', 'IN')]",3,neutral,4,positive
3193," April 25, 2022",5,Used for work,used work,"[('used', 'VBN'), ('work', 'NN')]",3,neutral,5,positive
3194," October 13, 2022",5,Lightweight and easy to assemble. HDMI and power cord included. Instruction manual extensive.. Impressive quality and a bargain.,lightweight easy assemble hdmi power cord included instruction manual extensive impressive quality bargain,"[('lightweight', 'JJ'), ('easy', 'JJ'), ('assemble', 'JJ'), ('hdmi', 'NN'), ('power', 'NN'), ('cord', 'NN'), ('included', 'VBD'), ('instruction', 'NN'), ('manual', 'JJ'), ('extensive', 'JJ'), ('impressive', 'JJ'), ('quality', 'NN'), ('bargain', 'NN')]",4,positive,5,positive
3195," September 23, 2022",3,does not come with a remote,come remote,"[('come', 'JJ'), ('remote', 'NN')]",3,neutral,1,negative
3196," August 13, 2020",2,the volume is weak even at full barely audible. tweaking the color and brightness and saturation is marginal at best. the screws that come with it are for mounting on a wall but there are no screws to affix the stand to the monitor (better not move it.),volume weak even full barely audible tweaking color brightness saturation marginal best screw come mounting wall screw affix stand monitor better move,"[('volume', 'NN'), ('weak', 'JJ'), ('even', 'RB'), ('full', 'JJ'), ('barely', 'RB'), ('audible', 'JJ'), ('tweaking', 'VBG'), ('color', 'NN'), ('brightness', 'NN'), ('saturation', 'NN'), ('marginal', 'JJ'), ('best', 'RBS'), ('screw', 'VBD'), ('come', 'VB'), ('mounting', 'VBG'), ('wall', 'NN'), ('screw', 'VBD'), ('affix', 'JJ'), ('stand', 'NN'), ('monitor', 'NN'), ('better', 'RBR'), ('move', 'NN')]",3,neutral,2,negative
3197," December 6, 2022",5,Just connected it today.,connected today,"[('connected', 'VBN'), ('today', 'NN')]",3,neutral,5,positive
3198," October 3, 2022",5,Great picture quality. No complaints.,great picture quality complaint,"[('great', 'JJ'), ('picture', 'NN'), ('quality', 'NN'), ('complaint', 'NN')]",4,positive,5,positive
3199," February 3, 2023",5,"Very sharp image, vivid colors.  It's a little short in the sound department, but that's an easy fix for all the great features.  It's a great monitor....you can't go wrong!",sharp image vivid color little short sound department thats easy fix great feature great monitoryou cant go wrong,"[('sharp', 'JJ'), ('image', 'NN'), ('vivid', 'NN'), ('color', 'NN'), ('little', 'JJ'), ('short', 'JJ'), ('sound', 'NN'), ('department', 'NN'), ('thats', 'NNS'), ('easy', 'VBP'), ('fix', 'JJ'), ('great', 'JJ'), ('feature', 'NN'), ('great', 'JJ'), ('monitoryou', 'NN'), ('cant', 'NN'), ('go', 'VBP'), ('wrong', 'JJ')]",3,neutral,5,positive
3200," December 7, 2020",4,"I enjoy this brand.  I had an older model from this brand a few years ago for gaming and i loved it.  This model is actually really good for price/performace ratio.  I am an avid gamer.  This monitor isn't anything high end or special, but it definitely gets the job done (in regards to gaming).  Picture quality is great.",enjoy brand older model brand year ago gaming loved model actually really good priceperformace ratio avid gamer monitor isnt anything high end special definitely get job done regard gaming picture quality great,"[('enjoy', 'NN'), ('brand', 'NN'), ('older', 'JJR'), ('model', 'NN'), ('brand', 'NN'), ('year', 'NN'), ('ago', 'RB'), ('gaming', 'VBG'), ('loved', 'VBN'), ('model', 'NN'), ('actually', 'RB'), ('really', 'RB'), ('good', 'JJ'), ('priceperformace', 'NN'), ('ratio', 'NN'), ('avid', 'JJ'), ('gamer', 'NN'), ('monitor', 'NN'), ('isnt', 'IN'), ('anything', 'NN'), ('high', 'JJ'), ('end', 'NN'), ('special', 'NN'), ('definitely', 'RB'), ('get', 'VB'), ('job', 'NN'), ('done', 'VBN'), ('regard', 'NN'), ('gaming', 'VBG'), ('picture', 'NN'), ('quality', 'NN'), ('great', 'JJ')]",4,positive,5,positive
3201," December 30, 2020",4,Purchased as a replacement. Picture quality is adequate but built in mics are a bit sub par. Would not use for music listening.,purchased replacement picture quality adequate built mics bit sub par would use music listening,"[('purchased', 'VBN'), ('replacement', 'NN'), ('picture', 'NN'), ('quality', 'NN'), ('adequate', 'VBP'), ('built', 'VBN'), ('mics', 'NNS'), ('bit', 'VBP'), ('sub', 'JJ'), ('par', 'NN'), ('would', 'MD'), ('use', 'VB'), ('music', 'NN'), ('listening', 'NN')]",3,neutral,3,neutral
3203," June 29, 2022",5,Very surprised with this. Works very well,surprised work well,"[('surprised', 'JJ'), ('work', 'NN'), ('well', 'RB')]",3,neutral,5,positive
3204," April 13, 2022",5,"Needed a second monitor for programming. For the very low price of $130, I don't think you can get any better than this. Like other reviews mentioned, the built-in speaker is low. By default it's set to 50, so just increase the volume. Easy to put together, easy to set up. Includes an HDMI cable, screws, and even a screwdriver.",needed second monitor programming low price dont think get better like review mentioned builtin speaker low default set increase volume easy put together easy set includes hdmi cable screw even screwdriver,"[('needed', 'VBN'), ('second', 'JJ'), ('monitor', 'NN'), ('programming', 'VBG'), ('low', 'JJ'), ('price', 'NN'), ('dont', 'NN'), ('think', 'VBP'), ('get', 'VB'), ('better', 'JJR'), ('like', 'IN'), ('review', 'NN'), ('mentioned', 'VBD'), ('builtin', 'JJ'), ('speaker', 'NN'), ('low', 'JJ'), ('default', 'NN'), ('set', 'VBN'), ('increase', 'NN'), ('volume', 'NN'), ('easy', 'JJ'), ('put', 'VBD'), ('together', 'RB'), ('easy', 'JJ'), ('set', 'NN'), ('includes', 'VBZ'), ('hdmi', 'CC'), ('cable', 'NN'), ('screw', 'VBD'), ('even', 'RB'), ('screwdriver', 'VB')]",3,neutral,5,positive
3205," September 6, 2021",5,Good quality for the price and great first gaming monitor,good quality price great first gaming monitor,"[('good', 'JJ'), ('quality', 'NN'), ('price', 'NN'), ('great', 'JJ'), ('first', 'JJ'), ('gaming', 'NN'), ('monitor', 'NN')]",4,positive,5,positive
3206," October 25, 2022",5,"I have two of these monitors that I actually use in a dual monitor setup for my office. I haven't tried gaming on it, with the exception of my kids playing Sims. I will say I like that I can have my office computer and my gaming computer connected to these monitors at the same time, without having to unplug anything. The monitors recognize when a device is connected and turned on, and will automatically load using the ports of the device that is turned on. They have good picture quality, but mediocre sound quality. If you're using the monitor for gaming, highly recommend using a headset. For work purposes, they work fine and I can hear individuals clearly on calls.",two monitor actually use dual monitor setup office havent tried gaming exception kid playing sims say like office computer gaming computer connected monitor time without unplug anything monitor recognize device connected turned automatically load using port device turned good picture quality mediocre sound quality youre using monitor gaming highly recommend using headset work purpose work fine hear individual clearly call,"[('two', 'CD'), ('monitor', 'NN'), ('actually', 'RB'), ('use', 'VBP'), ('dual', 'JJ'), ('monitor', 'NN'), ('setup', 'NN'), ('office', 'NN'), ('havent', 'NN'), ('tried', 'VBD'), ('gaming', 'VBG'), ('exception', 'NN'), ('kid', 'FW'), ('playing', 'VBG'), ('sims', 'NNS'), ('say', 'VBP'), ('like', 'IN'), ('office', 'NN'), ('computer', 'NN'), ('gaming', 'VBG'), ('computer', 'NN'), ('connected', 'VBN'), ('monitor', 'JJ'), ('time', 'NN'), ('without', 'IN'), ('unplug', 'JJ'), ('anything', 'NN'), ('monitor', 'NN'), ('recognize', 'VB'), ('device', 'NN'), ('connected', 'VBN'), ('turned', 'VBD'), ('automatically', 'RB'), ('load', 'JJ'), ('using', 'VBG'), ('port', 'NN'), ('device', 'NN'), ('turned', 'VBD'), ('good', 'JJ'), ('picture', 'NN'), ('quality', 'NN'), ('mediocre', 'NN'), ('sound', 'NN'), ('quality', 'NN'), ('youre', 'NN'), ('using', 'VBG'), ('monitor', 'NN'), ('gaming', 'VBG'), ('highly', 'RB'), ('recommend', 'VB'), ('using', 'VBG'), ('headset', 'JJ'), ('work', 'NN'), ('purpose', 'JJ'), ('work', 'NN'), ('fine', 'JJ'), ('hear', 'JJ'), ('individual', 'JJ'), ('clearly', 'RB'), ('call', 'NN')]",3,neutral,4,positive
3208," November 7, 2022",5,"I only use for office work, works well.  Only negative is the sound on it isn't that great.  But works great.  Good value for the size.",use office work work well negative sound isnt great work great good value size,"[('use', 'NN'), ('office', 'NN'), ('work', 'NN'), ('work', 'NN'), ('well', 'RB'), ('negative', 'JJ'), ('sound', 'NN'), ('isnt', 'JJ'), ('great', 'JJ'), ('work', 'NN'), ('great', 'JJ'), ('good', 'JJ'), ('value', 'NN'), ('size', 'NN')]",4,positive,4,positive
3209," August 8, 2022",1,The monitor was glitchy from the moment I plugged it in. After about a year and a half it stopped working all together. The warranty is only good for a year. There are plenty of other reviews that said theirs stopped working too and I wish I would have believed them. I WOULD NOT BUY!,monitor glitchy moment plugged year half stopped working together warranty good year plenty review said stopped working wish would believed would buy,"[('monitor', 'NN'), ('glitchy', 'JJ'), ('moment', 'NN'), ('plugged', 'VBD'), ('year', 'NN'), ('half', 'NN'), ('stopped', 'VBD'), ('working', 'VBG'), ('together', 'RB'), ('warranty', 'RB'), ('good', 'JJ'), ('year', 'NN'), ('plenty', 'NN'), ('review', 'NN'), ('said', 'VBD'), ('stopped', 'JJ'), ('working', 'VBG'), ('wish', 'NN'), ('would', 'MD'), ('believed', 'VB'), ('would', 'MD'), ('buy', 'VB')]",4,positive,1,negative
3211," December 15, 2019",5,Great monitor. Daughter loves it for gaming. Good size for the price and overall quality is 10/10.,great monitor daughter love gaming good size price overall quality,"[('great', 'JJ'), ('monitor', 'NN'), ('daughter', 'NN'), ('love', 'IN'), ('gaming', 'VBG'), ('good', 'JJ'), ('size', 'NN'), ('price', 'NN'), ('overall', 'JJ'), ('quality', 'NN')]",4,positive,5,positive
3212," May 11, 2020",2,"The screens are great, but they lack proper color profiles. Depending on the connection, you will get different results from the same graphic card. But if the color is not important (ie Office use) these are great!",screen great lack proper color profile depending connection get different result graphic card color important ie office use great,"[('screen', 'NN'), ('great', 'JJ'), ('lack', 'NN'), ('proper', 'JJ'), ('color', 'NN'), ('profile', 'NN'), ('depending', 'VBG'), ('connection', 'NN'), ('get', 'VB'), ('different', 'JJ'), ('result', 'NN'), ('graphic', 'JJ'), ('card', 'NN'), ('color', 'NN'), ('important', 'JJ'), ('ie', 'NN'), ('office', 'NN'), ('use', 'NN'), ('great', 'JJ')]",4,positive,4,positive
3213," November 27, 2020",5,Great monitor for regular computer usage at a good price.,great monitor regular computer usage good price,"[('great', 'JJ'), ('monitor', 'NN'), ('regular', 'JJ'), ('computer', 'NN'), ('usage', 'NN'), ('good', 'JJ'), ('price', 'NN')]",4,positive,5,positive
3214," March 14, 2021",5,"Was a little iffy at first because I have not bought a new monitor for years! Glad I made this purchase. These work great for my gaming setup, some games are super bright, but easily fixable with settings. I purchased two of these btw, along with a dual arm mount. Best purchases ever. *Update* Just got a 3rd that came in today! Updated review with Picture.",little iffy first bought new monitor year glad made purchase work great gaming setup game super bright easily fixable setting purchased two btw along dual arm mount best purchase ever update got rd came today updated review picture,"[('little', 'JJ'), ('iffy', 'NN'), ('first', 'RB'), ('bought', 'VBD'), ('new', 'JJ'), ('monitor', 'NN'), ('year', 'NN'), ('glad', 'NN'), ('made', 'VBD'), ('purchase', 'NN'), ('work', 'NN'), ('great', 'JJ'), ('gaming', 'VBG'), ('setup', 'JJ'), ('game', 'NN'), ('super', 'JJ'), ('bright', 'VBD'), ('easily', 'RB'), ('fixable', 'JJ'), ('setting', 'VBG'), ('purchased', 'VBN'), ('two', 'CD'), ('btw', 'NNS'), ('along', 'IN'), ('dual', 'JJ'), ('arm', 'NN'), ('mount', 'NN'), ('best', 'JJS'), ('purchase', 'NN'), ('ever', 'RB'), ('update', 'JJ'), ('got', 'VBD'), ('rd', 'JJ'), ('came', 'VBD'), ('today', 'NN'), ('updated', 'VBN'), ('review', 'NN'), ('picture', 'NN')]",3,neutral,5,positive
3215," November 6, 2022",5,Good find for gaming PC. Have no issues with it what so ever. Recommended,good find gaming pc issue ever recommended,"[('good', 'JJ'), ('find', 'NN'), ('gaming', 'JJ'), ('pc', 'NN'), ('issue', 'NN'), ('ever', 'RB'), ('recommended', 'VBD')]",4,positive,5,positive
3216," July 20, 2020",5,"The problem is the control buttons are at the back, difficult to set up with not seeing what button your pressing",problem control button back difficult set seeing button pressing,"[('problem', 'NN'), ('control', 'NN'), ('button', 'NN'), ('back', 'RB'), ('difficult', 'JJ'), ('set', 'NN'), ('seeing', 'VBG'), ('button', 'NN'), ('pressing', 'NN')]",2,negative,2,negative
3217," August 27, 2020",5,"It comes with everything you need, even a screw driver. It is incredibly thin and light which makes it perfect for mounting.",come everything need even screw driver incredibly thin light make perfect mounting,"[('come', 'VB'), ('everything', 'NN'), ('need', 'NN'), ('even', 'RB'), ('screw', 'VBD'), ('driver', 'NN'), ('incredibly', 'RB'), ('thin', 'JJ'), ('light', 'JJ'), ('make', 'VBP'), ('perfect', 'JJ'), ('mounting', 'NN')]",4,positive,5,positive
3218," September 1, 2021",5,"Good, clear, works",good clear work,"[('good', 'JJ'), ('clear', 'JJ'), ('work', 'NN')]",4,positive,5,positive
3219," March 30, 2022",5,Nothing I dont like. Love it,nothing dont like love,"[('nothing', 'NN'), ('dont', 'NN'), ('like', 'IN'), ('love', 'NN')]",4,positive,5,positive
3220," January 19, 2022",3,"I bought this one because it included a speaker.  I should have known better.  The monitor itself is great for the price, no problems there.  The speaker is barely audible even at high volume.  I've checked and rechecked settings in the computer and even tried setting the audio to 100% on the monitor and computer.  It is working but the output volume is just not anywhere near a level to be useful for me.  I ended up having to buy a separate speaker that works as I would expect a speaker to work.",bought one included speaker known better monitor great price problem speaker barely audible even high volume ive checked rechecked setting computer even tried setting audio monitor computer working output volume anywhere near level useful ended buy separate speaker work would expect speaker work,"[('bought', 'VBD'), ('one', 'CD'), ('included', 'JJ'), ('speaker', 'NN'), ('known', 'VBN'), ('better', 'RBR'), ('monitor', 'NN'), ('great', 'JJ'), ('price', 'NN'), ('problem', 'NN'), ('speaker', 'NN'), ('barely', 'RB'), ('audible', 'JJ'), ('even', 'RB'), ('high', 'JJ'), ('volume', 'NN'), ('ive', 'JJ'), ('checked', 'VBD'), ('rechecked', 'JJ'), ('setting', 'NN'), ('computer', 'NN'), ('even', 'RB'), ('tried', 'VBD'), ('setting', 'VBG'), ('audio', 'NN'), ('monitor', 'NN'), ('computer', 'NN'), ('working', 'VBG'), ('output', 'NN'), ('volume', 'NN'), ('anywhere', 'RB'), ('near', 'IN'), ('level', 'NN'), ('useful', 'NN'), ('ended', 'VBD'), ('buy', 'NN'), ('separate', 'JJ'), ('speaker', 'NN'), ('work', 'NN'), ('would', 'MD'), ('expect', 'VB'), ('speaker', 'NN'), ('work', 'NN')]",4,positive,3,neutral
3221," August 23, 2021",5,"This item is good for me. If you have online classes and need more space on screen, this is good for you.",item good online class need space screen good,"[('item', 'NN'), ('good', 'JJ'), ('online', 'NN'), ('class', 'NN'), ('need', 'VBP'), ('space', 'NN'), ('screen', 'NN'), ('good', 'JJ')]",4,positive,5,positive
3222," December 10, 2020",5,"Bought two of these for my kids. With two HDMI ports, audio in/out and built-in speakers, this is hands down the best deal on a monitor in this size category. The 75Hz is a great addition but I am not exactly sure how much of a noticeable difference it makes vs 60 Hz. As for the downside, the OSD is hard to navigate (not a big deal), do way to adjust the volume w/o going through the OSD (not a big deal either). Color rendition is okay.",bought two kid two hdmi port audio inout builtin speaker hand best deal monitor size category hz great addition exactly sure much noticeable difference make v hz downside osd hard navigate big deal way adjust volume wo going osd big deal either color rendition okay,"[('bought', 'VBD'), ('two', 'CD'), ('kid', 'NN'), ('two', 'CD'), ('hdmi', 'NN'), ('port', 'NN'), ('audio', 'NN'), ('inout', 'NN'), ('builtin', 'NN'), ('speaker', 'NN'), ('hand', 'NN'), ('best', 'JJS'), ('deal', 'NN'), ('monitor', 'NN'), ('size', 'NN'), ('category', 'NN'), ('hz', 'NN'), ('great', 'JJ'), ('addition', 'NN'), ('exactly', 'RB'), ('sure', 'RB'), ('much', 'JJ'), ('noticeable', 'JJ'), ('difference', 'NN'), ('make', 'VBP'), ('v', 'NN'), ('hz', 'NN'), ('downside', 'NN'), ('osd', 'RB'), ('hard', 'JJ'), ('navigate', 'NN'), ('big', 'JJ'), ('deal', 'NN'), ('way', 'NN'), ('adjust', 'JJ'), ('volume', 'NN'), ('wo', 'MD'), ('going', 'VBG'), ('osd', 'RB'), ('big', 'JJ'), ('deal', 'NN'), ('either', 'CC'), ('color', 'NN'), ('rendition', 'NN'), ('okay', 'NN')]",3,neutral,3,neutral
3223," August 11, 2022",5,Being older and retired I was not able to see my smaller screen anymore. Love this one.,older retired able see smaller screen anymore love one,"[('older', 'JJR'), ('retired', 'VBD'), ('able', 'JJ'), ('see', 'VBP'), ('smaller', 'JJR'), ('screen', 'NN'), ('anymore', 'RB'), ('love', 'VBD'), ('one', 'CD')]",4,positive,5,positive
3224," October 24, 2022",5,"I love my monitor, it gets the job done",love monitor get job done,"[('love', 'NN'), ('monitor', 'NN'), ('get', 'VBP'), ('job', 'NN'), ('done', 'VBN')]",4,positive,5,positive
3225," December 30, 2020",5,"My son wanted a second monitor and I chose this and he loves it, worth the money good quality!",son wanted second monitor chose love worth money good quality,"[('son', 'NN'), ('wanted', 'VBD'), ('second', 'JJ'), ('monitor', 'NN'), ('chose', 'VBD'), ('love', 'RBR'), ('worth', 'JJ'), ('money', 'NN'), ('good', 'JJ'), ('quality', 'NN')]",4,positive,5,positive
3226," June 7, 2020",5,Working as expected thus far. Great for cost,working expected thus far great cost,"[('working', 'VBG'), ('expected', 'VBN'), ('thus', 'RB'), ('far', 'RB'), ('great', 'JJ'), ('cost', 'NN')]",4,positive,5,positive
3227," August 22, 2020",5,Bought this monitor to connect to my Mac Air.,bought monitor connect mac air,"[('bought', 'VBN'), ('monitor', 'NN'), ('connect', 'NN'), ('mac', 'NN'), ('air', 'NN')]",3,neutral,5,positive
3228," July 23, 2020",4,"The picture, size, frame rate everything as far as picture is great with this monitor. I like that it has two hdmi ports. One huge but small problem in my opinion, this monitor has horrible audio. I tried to play around with it for a bit but my ears got tired of hearing the noise. If you buy this monitor be ready to buy some speakers to go with it.",picture size frame rate everything far picture great monitor like two hdmi port one huge small problem opinion monitor horrible audio tried play around bit ear got tired hearing noise buy monitor ready buy speaker go,"[('picture', 'NN'), ('size', 'NN'), ('frame', 'NN'), ('rate', 'NN'), ('everything', 'NN'), ('far', 'RB'), ('picture', 'JJ'), ('great', 'JJ'), ('monitor', 'NN'), ('like', 'IN'), ('two', 'CD'), ('hdmi', 'NN'), ('port', 'NN'), ('one', 'CD'), ('huge', 'JJ'), ('small', 'JJ'), ('problem', 'NN'), ('opinion', 'NN'), ('monitor', 'NN'), ('horrible', 'JJ'), ('audio', 'NN'), ('tried', 'VBD'), ('play', 'NN'), ('around', 'RB'), ('bit', 'RB'), ('ear', 'JJ'), ('got', 'VBD'), ('tired', 'JJ'), ('hearing', 'NN'), ('noise', 'NN'), ('buy', 'NN'), ('monitor', 'NN'), ('ready', 'JJ'), ('buy', 'NN'), ('speaker', 'NN'), ('go', 'VBP')]",3,neutral,4,positive
3229," September 12, 2022",5,Works ok so far. Standard 12v power jack. Good for inside wall power voltage wiring.,work ok far standard v power jack good inside wall power voltage wiring,"[('work', 'NN'), ('ok', 'RB'), ('far', 'RB'), ('standard', 'JJ'), ('v', 'JJ'), ('power', 'NN'), ('jack', 'NN'), ('good', 'JJ'), ('inside', 'RB'), ('wall', 'JJ'), ('power', 'NN'), ('voltage', 'NN'), ('wiring', 'NN')]",4,positive,5,positive
